so too does the idea that accommodating religious differences is dangerous	L’ idée de concilier les différences religieuses semble donc dangereuse .
but this has changed with the creation of a european rescue fund in the form of the european financial stability facility efsf	Mais cela a changé avec la création d’ un fonds de sauvetage européen , à savoir la Facilité européenne de stabilité financière ( FESF ) .
with the shift of wealth and power from the west to the east the pressures of globalization will increasingly come from the east	Avec le basculement du pouvoir et de la richesse de l' Occident vers l' Orient , la pression de la mondialisation va de plus en plus avoir une origine orientale .
there are questions that hans blix has raised and which we also have to put before the public what about the anthrax which is a biological weapon	Hans Blix a posé certaines questions que nous devons présenter à l' opinion publique : qu' est devenue l' arme de guerre biologique dénommée anthrax ?
so please keep things in perspective	Alors , tout de même , faisons la part des choses , s' il vous plaît .
other member states are exploring ways to diversify the sources of funding	D' autres États membres étudient des moyens de diversifier les sources de financement .
i am delighted that the discussions are proceeding since i am a strong supporter of eu enlargement	Je suis satisfait que le dialogue progresse , car je suis un fervent partisan de l' élargissement de l' UE .
gnp - based own resources still correspond most closely to contributions	Les ressources propres fondées sur le PNB ressemblent encore plus à des contributions .
the commission welcomes the commitment of the european parliament to proceed with the negotiations on the asylum procedures directive	La Commission accueille favorablement l' engagement du Parlement européen de poursuivre les négociations sur la directive sur les procédures d' asile .
globalization means free movement of capital goods technology ideas and yes people	La mondialisation est synonyme de libre circulation des capitaux , des marchandises , de la technologie , des idées et surtout , des personnes .
moreover as you will be aware yushchenko has gone to the supreme court to contest the election results	Vous savez en outre que M. Iouchtchenko a contesté les résultats de l’ élection devant la Cour suprême .
the accessibility of transport to persons with reduced mobility is a really important issue for the european union at present	Or l’ accessibilité des modes de transport aux personnes à mobilité réduite représente actuellement un véritable enjeu pour l’ Union européenne .
the content will unfortunately also be unlawful following the treaty of nice because the latter does not deal with supranational european parties	Le contenu de la proposition sera malheureusement toujours illégal après l' entrée en vigueur du traité de Nice vu que celui - ci ne concerne pas les partis transnationaux européens .
although we welcome the inclusion of animal welfare in this regulation we are critical of the nature of the provisions relating to it	Bien que nous nous réjouissions de l’ intégration dans ce règlement du bien-être des animaux , nous sommes sceptiques quant à la nature des dispositions qui s’ y rapportent .
they supported his right to speak freely	Ils ont soutenu son droit à parler librement .
it is a very serious issue and we want to make sure that it is properly debated and dealt with	Il s' agit d' une question très importante et nous voulons être certains qu' elle fera l' objet d' un débat et d' une approche adéquats .
we must also listen to people who say ‘ it is all very well to have a fairly efficient economy but what has happened to the protection of ordinary people to social cohesion and to care for the vulnerable ’	Nous devons également écouter les personnes qui disent que c’ est très bien d’ avoir une économie véritablement efficace , mais qui se soucient aussi de la protection des petites gens , de la cohésion sociale et de l’ assistance aux plus vulnérables .
